province,n_official_name,ori_experience,description,company_description,experience,industry,domain,title_jd,common_name,title,district,start_date,company_address,location,source,type,ori_district,end_date,salary 
上海,上海鹰方信息科技有限公司,1年以上,岗位职责：1.负责根据芯片平台参考设计，完成通讯模块或产品的硬件设计，负责完成手机射频平台开发2.按项目要求完成总体方案、器件选型、原理图设计、调试、测试维护优化等工作，并对设计质量负责3.负责硬件调试和稳定，完成技术报告;负责射频性能测试，完成测试报告4.负责硬件平台的中英文技术文档编写;负责射频性能调试，完成调试报告和文档5.负责手机最新功能模块技术研究，协助完成芯片硬件功能定义;负责射频相关物料测试和认证;对客户反馈所有射频相关问题的调试和支持任职要求：1.本科及以上学历，通信、计算机、电子等相关专业，2年及以上相关工作经验；2.通信电子类、电磁场与微波专业，本科及以上学历(硕士优先);3.良好的英语听说能力;4.较强的动手能力，具有硬件电路设计和调试经验;5.扎实的数字和模拟知识，以及高速数字信号，电路分析基础能力;6.扎实的电路、电磁场理论知识;7.有电路仿真、系统仿真相关经验者为佳;8.有基带方面的设计、协调能力，并熟悉生产流程，实际操作过产品开发至量产完整环节者将加分。9.工作责任感强，有良好的钻研精神和团队合作意识,公司地址位于漕河泾开发区，致力于研发应用于物联网领域安防...,"1-3年,3-5年,5-10年,10年以上",不限,招聘,硬件射频工程师(上海鹰方...,,硬件射频工程师(上海鹰方信息科技有限公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,0-1
上海,深圳市美格智能技术股份有限公司上海分公司,不限,射频工程师工作职责：1、参与通信产品前期堆叠方案的评估与射频部分的设计；2、负责4G、3G、BT、WiFi等射频调试，提高产品射频的性能；3、跟踪整机天线调试情况，对天线性能进行验证；职位要求：1、本科以上学历，电子通信相关专业，CET4以上，较好的读写能力；2、两年以上手机硬件射频开发经验，有LNA，MIXER，PLL，PA等设计经验可以独立设计、调试射频性能；3、熟练操作网络分析仪、CMU200、Agilent8960、频谱分析仪等测试仪器；4、能够熟练运用PowerLogicPowerPCB等软件；5、有整机项目射频经验优先；6、有高通平台射频开发工作经验及LTE工作经验者优先。7、有FCCCE等标准认证测试经验者优先。8、较强的学习能力，严谨的工作作风，能承受一定的工作压力；9、良好的语言表达能力及团队合作精神。薪资福利：1、每月缴纳四金，全员均享有年终奖；2、每年不定期组织旅游活动，每月生日会，福利体检及其他节假日红包等等；,深圳市美格智能技术股份有限公司创立于2005年11月。公司总部...,不限,不限,招聘,资深射频工程师(LTE)...,,资深射频工程师(LTE)(深圳市美格智能技术股份有限公司上海分公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,8001-10000
上海,深圳睿领域科技有限公司,不限,主要职责：1、据公司射频系统产品项目要求，合理配置内、外部测试资源；2、完善公司系统产品射频及硬件测试流程和测试标准规范；3、优化射频及硬件相关测试管理平台，规划、建立测试环境，指导开发相应测试辅助工具；4、依照项目计划，撰写并评估系统产品测试框架设计及测试计划，分解测试项并向团队其他成员提供必要的技术指导；5、协助主管发展射频测试团队，参与团队成员的定期培训，不断提升团队业务素质。任职要求：1、射频、微波、电子类相关专业；2、3年以上射频系统产品测试或开发、中试经验，熟悉测试流程；3、英文听说读写熟练，熟练操作计算机及相关专业软件和工具；4、熟悉3GPP标准和射频电路原理；5、良好的沟通、协调能力，具备1年以上大中型通信、电子企业团队管理经验者优先。,MicrowaveRFWorldisfoundedbyReteyMediaInc.Reteyisanewinnov...,不限,不限,招聘,微波射频测试工程师(深圳...,,微波射频测试工程师(深圳睿领域科技有限公司),上海,2017-04-09,,,猎聘网,全职,不限,2017-06-29,0-1
上海,上海友菱电子有限公司,不限,职位描述：射频现场应用工程师(2人男女不限)应聘条件：1.在电子元器件行业至少3年的实际应用工作经验；2.电子计算机软件等相关专业本科以上学历；3.英文书写流利，能够完成日常的工作报告；有六级证书的优先考虑。4.良好的语言沟通能力，高度工作责任感和自主管理能力；5.熟悉433M868M915M2.4G射频应用，丰富的PCBLayout经验，并有软件开发能力者优先考虑.,上海友菱电子有限公司系台湾光菱电子股份有限公司之全资子公...,不限,不限,招聘,射频现场应用工程师(上海...,,射频现场应用工程师(上海友菱电子有限公司),上海,2017-04-11,,,猎聘网,全职,不限,2017-07-01,6000-11000
上海,泰斗微电子科技有限公司,不限,岗位职责：1、基于CMOS工艺的射频IC的设计、仿真，设计文档撰写；2、指导版图的布局布线，提高版图设计的效率和提升品质；3、协助产品测试、调试和应用；任职要求：1、电子工程、微电子等相关专业本科或以上学历，射频和通信基础知识扎实；2、有3年以上射频IC设计经验，有相关成功流片经验，需提供相关测试和仿真结果对比；3、熟练掌握cadence、Linux系统等相关设计工具及环境；4、具有以下相关方面经验者优先考虑：频率综合器（synthesizer），无线收发机（transceiver）；,泰斗微电子科技有限公司成立于2008年，是一家专业从事卫星导...,不限,不限,招聘,射频IC设计工程师(泰斗...,,射频IC设计工程师(泰斗微电子科技有限公司),上海,2017-04-11,,,猎聘网,全职,不限,2017-07-01,15001-20000
上海,某知名通讯集团,3年以上,工作职责:1、射频器件选型，射频电路仿真设计与调试；2、无线通信系统性能测试与分析，包括常见标准无线通信系统与私有协议标准系统；3、射频系统性能预算与系统仿真，系统应用性能分析；4、板级性能分析与仿真，包括频率规划，链路分析，射频失真分析及系统共存（板级或系统级）；5、射频生产自动测试夹具与测试方案及测试算法开发。任职要求：1、扎实的射频微波理论和测试经验，熟悉使用常长的射频仪器；具有常见射频电路（如mixerPLLLNAVGAPA滤波器）匹配设计经验，熟练使用射频电路仿真工具；2、具有射频系统仿真及建模工具（如ADSPtolemy，systemvueAWRVSS或matlab）的使用经验；3、熟悉射频前端芯片常见测试与校准方法；4、熟悉射频系统性能仿真与预算方法；5、熟悉射频系统生成自动化板级及系统级测试；6、能承担较大工作压力，具备良好的创新性思维、团队精神、细节和结果导向性思维。,该集团公司是一家全球领先的无线通讯技术产品和服务提供商，...,"3-5年,5-10年,10年以上",基金/证券/期货/投资,招聘,射频工程师(某知名通讯集...,,射频工程师(某知名通讯集团),上海,2017-04-11,,上海,猎聘网,全职,不限,2017-05-24,12000-20000
上海,泰斗微电子科技有限公司,不限,岗位职责：1、使用射频测试仪器频谱仪、网络分析仪、射频信号源等仪器进行射频芯片的性能测试；2、使用各种PCB板绘图工具，进行射频模块、射频芯片验证板的设计；任职要求：1、熟悉各种通信协议，如SPI，I2C等，熟练使用单片机对射频芯片进行编程控制；2、本科以上学历，2年以上相关工作经验3、积极上进，抗压能力强，具团队协作意识工作地址：上海浦东,泰斗微电子科技有限公司成立于2008年，是一家专业从事卫星导...,不限,不限,招聘,射频工程师(泰斗微电子科...,,射频工程师(泰斗微电子科技有限公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,0-1
上海,深圳市鑫银通科技有限公司上海分公司,1年以上,1、负责手机射频线路设计，集成和测试；2、调试和优化产品射频部分的性能；3、支持产品通过FTACTA相关测试，手机贴片、量产、维修等方面技术支持。职位要求：1、通信、电子工程或电磁场与微波技术专业本科以上学历；2、2年以上相关开发经验，具有较强的动手能力，有EMCEMI经验优先；3、熟悉射频及微波电路设计，熟悉各种射频测试仪器的使用；4、具备积极主动的工作态度有良好的沟通能力和团队精神。,深圳市鑫银通科技有限公司是一家专业生产手机的大中型企业，...,"1-3年,3-5年,5-10年,10年以上",不限,招聘,射频工程师(深圳市鑫银通...,,射频工程师(深圳市鑫银通科技有限公司上海分公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,0-1
上海,上海胜宇通信科技有限公司,不限,职位描述：1、负责射频原理图设计，PCBLAYOUT检查；2、负责负责天线堆叠评估，天线性能跟踪；3、负责射频相关文档输出，产线生产技术支持；4、负责对产品开发中及产品售后的相关射频问题分析解决；5、负责产品入网测试技术支持。职位要求：1、本科以上学历，通信，无线电，微波专业；2、熟悉MTK平台，至少3年以上手机射频研发经验，熟悉各种射频仪器的使用；3、熟练使用PADS等EDA工具，能独立解决问题；4、熟悉射频器件及设计方法、测试，对射频模块及数字通信有深入的了解,本公司是一家专业手机方案设计公司，创立于2006年6月。专业从...,不限,不限,招聘,高级射频工程师(上海胜宇...,,高级射频工程师(上海胜宇通信科技有限公司),上海,2017-04-11,,,猎聘网,全职,不限,2017-07-01,0-1
上海,上海仪电数字技术股份有限公司,不限,职位描述：职位描述:1.负责硬件规格说明、系统设计、电路设计和相关文档撰写；2.解决产品在测试、生产和应用过程中相关的问题；3.负责对软件工程师的技术支持。职位要求:1.本科及以上学历，自动化、电子工程、通信、计算机，或相关专业学历；2.熟悉使用ORCAD，PADS等电子设计原理图PCB应用软件；3.熟悉硬件产品研发过程，具备原理图开发，布线审查、硬件调试、系统测试等能力；4.熟悉Zigbee、射频、蓝牙、Wifi等硬件电路，能独立开发产品；5.熟悉常用射频电路工作原理和仪器仪表，熟悉天线、EMC、EMI问题和解决方法；6.有良好的沟通、表达、分析能力，工作积极主动，认真负责，有较好的团队协作精神。,上海仪电数字技术股份有限公司是由上海仪电控股（集团）信息...,不限,不限,招聘,射频工程师(上海仪电数字...,,射频工程师(上海仪电数字技术股份有限公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,6000-7999
上海,江苏华讯电子技术有限公司,不限,岗位职责：1、参与微波系统方案的论证、原理设计和样件试制；2、根据需求完成微波模块电路的研制、以及组件的开发和调试。任职要求：1、电子、微波及相关专业本科及以上学历；2、1年以上微波电路产品研发设计经验，具有独立承担并完成研发项目经验者优先；3、具有微波器件、组件研发经验；掌握研发使用的计算机软件。熟悉射频电路、微波有源或无源电路的设计和调试，比如收发组件、上下变频组件、频率源、信道选择组件和接收机及功率放大器中的一种或多种；4、熟悉信号发生器、频谱仪、矢量网络分析仪等一种或多种仪器的使用。5、熟悉任意一种微波仿真工具（ADS、AWR等），熟练使用PROTEL和AUTOCAD等电路和结构设计软件以及一般办公软件；6、工作认真负责，态度积极，有较强的责任心，善于沟通，有良好的团队精神和协调能力。,江苏华讯是专业从事微波组件（收发组件、频率源、功率放大器...,不限,不限,招聘,射频工程师(江苏华讯电子...,,射频工程师(江苏华讯电子技术有限公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,8001-10000
上海,兆隽上海信息科技有限公司,1年以上,备注：工作地点位于外高桥保税区五号门内，公司无班车。且本职位长期加班，因此应聘者必须住在保税区附件。请应聘者务必了解此点后再投递简历。职位名称：手机射频工程师岗位职责1.负责公司手机RF测试项目的技术支持和培训测试技术员。2.负责制定手机RF测试方法、流程、维修方案、SOP制作、RF异常处理。3.RF测试项目的设备、工治具的市场调查，工治具的购买确认和使用方面研究。4.负责对客户提到的有关RF信息，过程中出现问题进行技术支持5.不断提升技术及服务质量，赢得良好的客户服务口碑；任职资格1、大专及以上学历，通讯、电子、计算机相关专业毕业。2、有两年以上手持终端射频测试开发经验能够独立承担项目的射频评估和开发工作3.熟悉CMW500Agilent8960及常用手机测试设备，熟悉手机射频硬件设计和调试，熟悉电磁场与微波基本理论4、负责指导新产品阶段测试及解决测试过程中的任何与射频相关问题，负责技术方面的测试判断5、对手机数码产品的天线结构和工作原理熟悉者优先。6、具有良好的沟通能力，具有良好的服务意识，有责任心，积极上进,工作地点位于外高桥保税区五号门内，公司无通勤车。且本职位...,"1-3年,3-5年,5-10年,10年以上",不限,招聘,手机射频工程师(兆隽（上...,,手机射频工程师(兆隽（上海）信息科技有限公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,6000-7999
上海,和源通信科技上海有限公司,不限,岗位职责：1、设计产品，如滤波器、双工器、分配分支器、分合路器等模块；2、指导和参与产品设计与优化过程；3、支持生产单位进行技术质量确认；4、开发与管理供应商引入，进行产品技术成本控制；任职要求：1、电磁场与微波、电子信息工程、通信工程等相关专业，本科及以上；2、熟练应用HFSS、CST、MWAVE等电磁场仿真软件；3、熟悉CAD、Solidworks等设计软件；4、具有分合路器、双工器、滤波器、等微波无源产品开发经验3年；5、熟悉常用射频测试仪器，如网络分析仪、频谱仪等；6、有较强的动手能力，熟悉射频制造工艺及流程，熟悉常用射频元件性能及指标；,和源通信科技（上海）有限公司成立于2004年，为政府及企业提...,不限,不限,招聘,射频（无源）研发工程师(...,,射频（无源）研发工程师(和源通信科技(上海)有限公司),上海,2017-04-09,,,猎聘网,全职,不限,2017-06-29,8001-10000
上海,上海兴软信息技术有限公司,1年以上,工作职责：1、参与通信产品前期堆叠方案的评估与射频部分的设计；2、负责4G、3G、BT、WiFi等射频调试，提高产品射频的性能；3、跟踪整机天线调试情况，对天线性能进行验证；职位要求：1、本科以上学历，电子通信相关专业，CET4以上，较好的读写能力；2、两年以上手机硬件射频开发经验，有LNA，MIXER，PLL，PA等设计经验可以独立设计、调试射频性能；3、熟练操作网络分析仪、CMU200、Agilent8960、频谱分析仪等测试仪器；4、能够熟练运用PowerLogicPowerPCB等软件；5、有整机项目射频经验优先；6、有高通平台射频开发工作经验及LTE工作经验者优先。7、有FCCCE等标准认证测试经验者优先。8、较强的学习能力，严谨的工作作风，能承受一定的工作压力；9、良好的语言表达能力及团队合作精神。薪资福利：1、每月缴纳四金，全员均享有年终奖；2、每年不定期组织旅游活动，每月生日会，福利体检及其他节假日红包等等；,上海兴软信息技术有限公司是一家从事手机方案，PCBA研究开发...,"1-3年,3-5年,5-10年,10年以上",不限,招聘,射频工程师(LTE)(上...,,射频工程师(LTE)(上海兴软信息技术有限公司),上海,2017-04-11,,,猎聘网,全职,不限,2017-07-01,0-1
上海,上海精迪敏互联网科技有限公司,不限,工作目标：1、设计产品的射频电路，符合行业一流设计规范2、分析并解决产品中各类射频指标与质量问题，提供完整解决方案岗位职责：1、设计射频原理图，指导射频电路布局与走线。熟悉各类射频器件特性并能做出正确的选型；评审射频与结构交叉部分；2、调试产品射频电路，分析解决问题，保障产品达到各种国际规范；3、能够现场支持产品试产与量产，保障产品生产顺利进行。任职资格1、大学本科以上学历，电子通信EMC电磁场与微波相关专业，三年以上相关工作经验；2、熟悉LTEWCDMA，TDSCDMA，GSM，WIFI，GPS，BT等相关标准或协议，熟练掌握智能手机中对应的射频模块的指标测试以及debug要素；熟悉高通和MTK平台；3、较强的数字电路，射频电路，模拟电路，电磁场理论分析基础；4、使用各种射频仪器，如综测仪，网络分析仪，频谱仪等；5、抗压力强；有钻研精神；英语沟通能力强。,伟创力集团成立于1969年，在NASDAQ上市的跨国公司，是目前全...,不限,不限,招聘,高级射频工程师(上海精迪...,,高级射频工程师(上海精迪敏互联网科技有限公司),上海,2017-04-09,,,猎聘网,全职,不限,2017-06-29,0-1
上海,深圳市美格智能技术股份有限公司上海分公司,1年以上,职位描述：射频工程师工作职责：1、参与通信产品前期堆叠方案的评估与射频部分的设计；2、负责4G、3G、BT、WiFi等射频调试，提高产品射频的性能；3、跟踪整机天线调试情况，对天线性能进行验证；职位要求：1、本科以上学历，电子通信相关专业，CET4以上，较好的读写能力；2、两年以上微电子行业硬件射频开发经验，有LNA，MIXER，PLL，PA等设计经验可以独立设计、调试射频性能；3、熟练操作网络分析仪、CMU200、Agilent8960、频谱分析仪等测试仪器；4、能够熟练运用PowerLogicPowerPCB等软件；5、有FCCCE等标准认证测试经验者优先。6、较强的学习能力，严谨的工作作风，能承受一定的工作压力；7、良好的语言表达能力及团队合作精神。薪资福利：1、每月缴纳四金，全员均享有年终奖；2、每年不定期组织旅游活动，每月生日会，福利体检及其他节假日红包等等；,深圳市美格智能技术股份有限公司创立于2005年11月。公司总部...,"1-3年,3-5年,5-10年,10年以上",不限,招聘,射频工程师(LTE)(深...,,射频工程师(LTE)(深圳市美格智能技术股份有限公司上海分公司),上海,2017-04-09,,,猎聘网,全职,不限,2017-06-29,8000-9999
上海,上海麟文仪器有限公司,不限,熟悉硬件电路；设计实现高速数字采样与射频模拟信号电路板；熟悉数字通讯；进行CPLDFPGA代码的开发和调试；熟练使用Protel、PADS等软件进行原理图的设计以及PCBLayout设计；能熟练使用各种测试仪器；合作完成系统功能以及性能测试。,麟文仪器两个全资子公司分别为上海麟文仪器有限公司和上海麟...,不限,不限,招聘,射频工程师(上海麟文仪器...,,射频工程师(上海麟文仪器有限公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,0-1
上海,上海欣国泰信息通信有限公司,无要求 ,p天线结构工艺工程师（微波射频）br工作职责：br1.参与微波天线射频项目设计开发；br2.负责微波天线、射频产品工艺审查、工装设计和文件编制等；br3.机械产品的电气设计、安装、调试；brbr任职要求：br1、机械、机电一体化或电气自动化专业本科以上学历；br2、熟练使用Solidworks、ProE、Autocad等绘图软件，熟练对图纸进行标注、注释、修改等；br3、具有设计小型和大批量塑料金属产品的工作经验，熟悉微波天线的结构问题和模具的工艺流程尤佳；br4、具备较强动手能力，熟悉工厂运作，产品组装、生产工艺流程；br5、吃苦耐劳，具有独立完成项目的能力，电子通讯行业结构设计工作三年以上工作经验优先，主持过微波天线及微波射频器件的设计研发；了解通信设备及机械加工工艺优先；br6、有伺服控制电机开发和调试经验者优先；br7、良好的语言表达能力，文档编写能力优异的与人沟通能力及团队合作精神。p,海欣国泰信息通信有限公司介绍一简介上海欣国泰信息通信有限...,无要求 ,不限,招聘,天线结构工艺工程师（微波...,,天线结构工艺工程师（微波射频）(上海欣国泰信息通信有限公司),上海,2017-04-11,,,猎聘网,全职,不限,2017-07-01,7000-15000
上海,小哥网络科技上海有限公司,1年以上,1、通信、微波、天线、电子类相关专业本科及以上学历；3年以上通信领域从业经验；2、有成功开发过5.8G射频电路及产品经验，精通低噪放、混频器、锁相环、高频功放等电路模块设计与调试；3、熟练使用ADS、HFSS等设计仿真工具，至少熟悉AD、Cadence两种画图软件之一；4、熟练使用网络分析仪、频谱仪、噪声分析仪等各种射频仪器；5、有ETC、RFID开发经验者优先；,小哥网络科技（上海）有限公司是一家致力于为社区提供管家式...,"1-3年,3-5年,5-10年,10年以上",不限,招聘,高级射频前端开发工程师射...,,高级射频前端开发工程师射频工程师射频开发(小哥网络科技（上海）有限公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,5000-10000
上海,凌码信息技术上海有限公司,不限,工作职责：1)负责射频微波系统或电路的设计、实现以及调试2)编写项目文档，保证项目按计划，按照功能、质量要求完成任职要求：1)大学本科或以上学历，通信工程、电子信息、微波等相关专业2)具有良好的电路背景，包括低频、高频、射频和微波电路基础知识3)熟悉射频CAD软件仿真、设计产品（ADS、HFSS等）4)熟悉网络分析仪、信号源、频谱仪等各种射频仪器使用方法5)较强的学习能力，有团队合作和敬业精神且善于沟通6)可以熟练阅读英文资料,凌码信息技术（上海）有限公司是新加坡NYBER公司在中国的独资...,不限,不限,招聘,射频设计工程师(凌码信息...,,射频设计工程师(凌码信息技术（上海）有限公司),上海,2017-04-09,,,猎聘网,全职,不限,2017-06-29,0-1
上海,深圳市美格智能技术股份有限公司上海分公司,不限,职位描述：工作职责：1、参与通信产品前期堆叠方案的评估与射频部分的设计；2、负责4G、3G、BT、WiFi等射频调试，提高产品射频的性能；3、跟踪整机天线调试情况，对天线性能进行验证；职位要求：1、本科以上学历，电子通信相关专业，CET4以上，较好的读写能力；2、两年以上手机硬件射频开发经验，有LNA，MIXER，PLL，PA等设计经验可以独立设计、调试射频性能；3、熟练操作网络分析仪、CMU200、Agilent8960、频谱分析仪等测试仪器；4、能够熟练运用PowerLogicPowerPCB等软件；5、有整机项目射频经验优先；6、有高通平台射频开发工作经验及LTE工作经验者优先。7、有FCCCE等标准认证测试经验者优先。8、较强的学习能力，严谨的工作作风，能承受一定的工作压力；9、良好的语言表达能力及团队合作精神。薪资福利：1、每月缴纳四金，全员均享有年终奖；2、每年不定期组织旅游活动，每月生日会，福利体检及其他节假日红包等等；,深圳市美格智能技术股份有限公司创立于2005年11月。公司总部...,不限,不限,招聘,资深射频工程师(深圳市美...,,资深射频工程师(深圳市美格智能技术股份有限公司上海分公司),上海,2017-04-11,,,猎聘网,全职,不限,2017-07-01,8000-12000
上海,苏州磐启微电子有限公司,1年以上,岗位职责：1.基于CMOS工艺的射频收发芯片的电路和系统设计，制定各模块性能指标和实现方案。2.能独立进行射频电路模块的设计，其中包括系统架构的确立、行为级和电路级的仿真、电路的实现和芯片的测试。岗位要求：1.微电子学、通信、电子工程等相关专业硕士以上学历；2.掌握微波通信技术等相关专业的知识，射频电路理论及分析能力较强，具有扎实的电磁场微理论基础；掌握射频集成电路的设计流程；3.至少有两年以上射频电路设计经验，有成功的芯片投片及产品量产经验；4.熟悉射频收发电路的基本结构，掌握基本射频电路单元，熟悉射频主要器件VCO、PLL、LNA、PA、MIXER、VGA等，能够独立完成射频部分电路原理设计、建模、仿真、测试和调试等相关工作，能够指导进行RF布线；5.掌握常用射频测试仪器，如网络分析仪，频谱分析仪，综合测试仪等；掌握射频电路的测试方法；6.具有创新能力、良好的沟通能力和团队精神；有相关项目管理经验者尤佳；,上海磐启微电子有限公司是国内从事芯片设计、开发、销售并提...,"1-3年,3-5年,5-10年,10年以上",不限,招聘,射频IC工程师RFICD...,,射频IC工程师RFICDesign(苏州磐启微电子有限公司),上海,2017-04-09,,,猎聘网,全职,不限,2017-06-29,0-1
上海,上海丘天电子科技有限公司,不限,岗位职责：1.参与电路或系统产品项目的需求分析、信息调研、方案论证，并对负责的电路进行开发：包括原理图、指标核算、器件选型、电路和版图实现，调试、测试以及故障分析等工作；2.完成各阶段的文档编写和数据整理（技术方案、电路图、版图、bom表、工艺文件、技术规格书、产品说明书等）；3.与客户进行技术沟通，完成对负责项目或产品的技术支持；4.协调项目的进度与质量等问题。任职要求：1.掌握电磁场与微波技术、微波电路等方面的相关理论和基础知识，熟悉常见有源和无源电路的原理；2.具有常见微波部组件（如收发组件、频率源、功率放大器、低噪放）工程设计经历，能完成其仿真、设计、测试与调试，有无线通信系统或发射机、接收机等子系统开发经验者优先；3.掌握常见的开发工具（电路仿真、电磁场仿真、结构与电路制图）使用，如ADS、HFSS、AUTOCAD、Protel、Mentor等；4.熟练掌握常用调试测试仪表和工具，如频谱仪、网络分析仪、功率计、示波器，能独立完成电路的组装和调试测试，具有一定的微波电路排故纠错能力；5.熟悉常见的微波电路工艺技术，如HMC（混合微波电路技术）、HMIC（混合微波集成电路技术）、MMIC（单片微波集成电路技术）、MMCM（微波多芯片组件技术）、RFMWSIP（射频微波系统级封装技术）等，能完成常见微波电路元器件焊接工作；6.了解项目和产品开发流程，具有独立完成项目和产品开发经历者优先。,专业从事射频、微波通信领域的电路与系统集成与技术开发，尤...,不限,不限,招聘,射频与微波电路工程师(上...,,射频与微波电路工程师(上海丘天电子科技有限公司),上海,2017-04-08,,,猎聘网,全职,不限,2017-06-28,10001-15000
上海,英浩微电子技术有限公司,1年以上,岗位职责：1、负责智能照明、智能家居、物联网市场相关半导体元器件销售任务，完成销售指标；2、开拓新市场、新应用，发展新客户，增加产品销售范围；3、维护及增进已有客户关系；4、收集市场和行业信息，加深了解；5、完成各类工作报告。任职资格：1、大专及以上学历，电子工程及市场营销等相关专业；2、熟悉MCU和或射频芯片结构、应用、市场；3、了解ZIGBEE、蓝牙等相关协议，及有智能照明、物联网、LED照明行业相关工作背景或经验者优先。4、2年以上电子电工元器件销售行业工作经验，业绩突出者优先；5、性格外向、为人热情，反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；6、具备一定的市场分析及判断能力，良好的客户服务意识；7、有责任心，能承受较大的工作压力，思维活跃、有积极进取的精神及接受挑战的性格。,上海英浩微电子技术有限公司是英飞凌（INFINEON）恩智浦（NXP...,"1-3年,3-5年,5-10年,10年以上",不限,招聘,MCU射频物联网半导体销...,,MCU射频物联网半导体销售工程师(英浩微电子技术有限公司),上海,2017-04-11,,,猎聘网,全职,不限,2017-07-01,0-1
上海,中电科微波通信上海有限公司,不限,职位要求：1.微波、通信、电子信息工程专业毕业，本科以上学历；2.3年以上相关工作经验；3.可熟练使用Ansoft、HFSS仿真软件；4.微波知识丰富；5.有较强的独立工作能力和敬业精神，良好的团队合作精神与沟通协调能力；6.有无源天馈设计者工作经验者优先考虑；,中电科微波通信（上海）有限公司（简称中电微通）是中国电子...,不限,不限,招聘,射频工程师（无源器件方向...,,射频工程师（无源器件方向）(中电科微波通信(上海)有限公司),上海,2017-04-09,,,猎聘网,全职,不限,2017-06-29,0-1
上海,某外资IC设计公司,3年以上,岗位职责：1、负责射频集成电路设计，负责LNAPAMixer，PLLAGCBPFLPFLDO的设计，包括前仿，版图和后仿；2、射频功率放大器和天线开关芯片，该岗位将参与到产品定义到最终量产的整个过程中。设计工作将包括匹配电路设计，有源电路设计，以及相应的DC和RF性能的评估。任职资格：1、本硕士及以上学历，电子专业（AnalogMixedsignalIC，微电子学等方向）；2、有无线射频芯片的相关设计经验；3、有RFIC实际测试经验，熟悉诸如网络分析仪、频谱分析仪、相位噪声分析仪等仪器；4、良理解射频通信电路各种模块工作原理及性能指标；5、熟练使用IC设计EDA工具；6、掌握高频电子电路设计；7、至少参与过一次完整的RFIC设计流程。,知名智能应用处理器SoC和智能模拟芯片设计厂商。公司主要产品...,"3-5年,5-10年,10年以上",电子技术/半导体/集成电路,招聘,RFIC射频IC工程师(...,,RFIC射频IC工程师(某外资IC设计公司),上海,2017-04-11,,上海,猎聘网,全职,不限,2017-06-09,25000-99999999
上海,上海点为智能科技有限责任公司,应届毕业生,职位描述：工作职责：1.配合系统工程师完成23GHz范围内射频电路的设计，完成设计方案、绘制原理图；2.完成小信号功放电路至末级大信号功放电路设计和调试；3.天线仿真和设计；4.提交电路的物料清单，把握物料的成本、可替代性、可靠性、可采购性等要素；5.进行DVT测试，对测试中出现的问题进行分析定位；6.对成熟电路进行总结和全面测试，实现单元电路设计标准化、单元化。完成新器件的评估工作，输出评估测试报告。岗位要求：1.富有激情的学习态度，踏实苦干的工作态度，较强的动手能力；2.通信和电子信息相关专业，本科以上学历；3.熟悉射频电路知识，使用AD6或Cadance进行原理图及PCB设计，熟练使用ADS和HFSS等仿真软件；4.具备电路调测和解决应用电路问题能力，能完成电路板装配和调试工作。熟悉网络分析仪，功率计，频谱仪等常用仪器；5.了解单板工艺设计。,上海点为智能科技有限责任公司是一家高科技公司，公司由年轻...,1年以下,不限,招聘,射频工程师(上海点为智能...,,射频工程师(上海点为智能科技有限责任公司),上海,2017-04-10,,,猎聘网,全职,不限,2017-06-30,4500-5999
上海,上海杰献通商务咨询有限公司,不限,岗位职责：1、负责项目或平台中射频电路的设计、开发，包括器件选型、设计仿真、原理图设计、PCB检查、硬件板调试、文档写作等；2、研究射频系统前沿技术；3、负责项目或平台中WIFI部分的认证和测试；4、对生产和售后进行WIFI部分技术指导；5、完成WIFI天线设计。任职要求：1、微波、无线电、通信等相关专业；2、有通信产品射频开发经验；3、理解通信原理、电路基础知识，了解微波、射频基本工作原理，了解RF电路开发；4、熟练使用硬件EDA开发工具；5、熟练使用RF仿真工具；6、具有团队合作精神和创新精神，具有独立解决问题与承担压力的能力。,赴美生子高端领航专业机构，国内外真正直营月子中心，全方位...,不限,不限,招聘,硬件射频工程师(上海杰献...,,硬件射频工程师(上海杰献通商务咨询有限公司),上海,2017-04-11,,,猎聘网,全职,不限,2017-07-01,15001-20000
